"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms7",,,,"User:","tivan"
"Cmdline:","dstat --time --cpu --mem --net --output report2_2.csv",,,,"Date:","05 Nov 2017 16:35:54 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",
05-11 16:36:40,1.0,1.0,96.0,0.0,2.0,0.0,114692096.0,16863232.0,160673792.0,1467637760.0,576929.0,38036.0
05-11 16:36:41,1.0,2.0,92.0,4.0,1.0,0.0,114683904.0,16871424.0,160673792.0,1467637760.0,564563.0,37222.0
05-11 16:36:42,1.0,1.0,96.0,0.0,2.0,0.0,114683904.0,16871424.0,160673792.0,1467637760.0,567929.0,37444.0
05-11 16:36:43,1.0,2.0,95.0,0.0,2.0,0.0,114683904.0,16871424.0,160673792.0,1467637760.0,570167.0,37666.0
05-11 16:36:44,1.0,2.0,95.0,0.0,2.0,0.0,114683904.0,16871424.0,160673792.0,1467637760.0,580278.0,38258.0
05-11 16:36:45,1.0,1.0,96.0,0.0,2.0,0.0,114683904.0,16871424.0,160673792.0,1467637760.0,560085.0,36852.0
05-11 16:36:46,1.0,2.0,95.0,0.0,2.0,0.0,114683904.0,16871424.0,160673792.0,1467637760.0,571296.0,37740.0
05-11 16:36:47,1.0,2.0,86.0,9.0,2.0,0.0,114675712.0,16879616.0,160673792.0,1467637760.0,565001.0,38341.0
05-11 16:36:48,1.0,1.0,96.0,0.0,2.0,0.0,114675712.0,16879616.0,160673792.0,1467637760.0,579130.0,38184.0
05-11 16:36:49,1.0,2.0,95.0,0.0,2.0,0.0,114675712.0,16879616.0,160673792.0,1467637760.0,572424.0,37666.0
05-11 16:36:50,1.0,2.0,95.0,0.0,2.0,0.0,114675712.0,16879616.0,160673792.0,1467637760.0,559027.0,37126.0
05-11 16:36:51,1.0,2.0,95.0,0.0,2.0,0.0,115056640.0,16879616.0,160673792.0,1467256832.0,597116.0,39294.0
05-11 16:36:52,1.0,1.0,95.0,0.0,3.0,0.0,115056640.0,16879616.0,160673792.0,1467256832.0,582662.0,38538.0
05-11 16:36:53,1.010,2.020,71.717,23.232,2.020,0.0,115183616.0,16887808.0,160665600.0,1467129856.0,601594.0,39590.0
05-11 16:36:54,0.990,1.980,95.050,0.0,1.980,0.0,115785728.0,16887808.0,160673792.0,1466519552.0,597106.0,39368.0
05-11 16:36:55,1.0,2.0,96.0,0.0,1.0,0.0,115748864.0,16887808.0,160673792.0,1466556416.0,583641.0,38554.0
05-11 16:36:56,1.010,1.010,95.960,0.0,2.020,0.0,115748864.0,16887808.0,160673792.0,1466556416.0,572437.0,37666.0
05-11 16:36:57,0.990,1.980,95.050,0.0,1.980,0.0,115748864.0,16887808.0,160673792.0,1466556416.0,583647.0,38480.0
05-11 16:36:58,1.010,1.010,96.970,0.0,1.010,0.0,115748864.0,16887808.0,160673792.0,1466556416.0,584774.0,38628.0
05-11 16:36:59,0.990,1.980,73.267,21.782,1.980,0.0,115740672.0,16896000.0,160673792.0,1466556416.0,599358.0,39442.0
05-11 16:37:00,1.010,1.010,96.970,0.0,1.010,0.0,115740672.0,16896000.0,160673792.0,1466556416.0,572404.0,37740.0
05-11 16:37:01,1.0,3.0,94.0,0.0,2.0,0.0,116899840.0,16896000.0,160673792.0,1465397248.0,573417.0,39891.0
05-11 16:37:02,1.961,1.961,93.137,0.0,2.941,0.0,116895744.0,16896000.0,160677888.0,1465397248.0,583103.0,40892.0
05-11 16:37:03,1.010,1.010,95.960,0.0,2.020,0.0,116969472.0,16896000.0,160677888.0,1465323520.0,576023.0,38299.0
05-11 16:37:04,1.0,2.0,95.0,0.0,2.0,0.0,116965376.0,16896000.0,160677888.0,1465327616.0,566811.0,37444.0
05-11 16:37:05,1.0,2.0,86.0,8.0,3.0,0.0,116969472.0,16904192.0,160677888.0,1465315328.0,599319.0,39516.0
05-11 16:37:06,1.0,2.0,95.0,0.0,2.0,0.0,116973568.0,16904192.0,160677888.0,1465311232.0,583619.0,38406.0
05-11 16:37:07,1.010,2.020,94.949,0.0,2.020,0.0,116973568.0,16904192.0,160677888.0,1465311232.0,598240.0,39516.0
05-11 16:37:08,1.0,1.0,96.0,0.0,2.0,0.0,116973568.0,16904192.0,160681984.0,1465307136.0,509623.0,33683.0
05-11 16:37:09,0.0,0.0,100.0,0.0,0.0,0.0,116973568.0,16904192.0,160681984.0,1465307136.0,132.0,66.0
05-11 16:37:10,0.0,0.990,99.010,0.0,0.0,0.0,116973568.0,16904192.0,160681984.0,1465307136.0,0.0,0.0
05-11 16:37:11,0.0,0.0,63.636,36.364,0.0,0.0,116973568.0,16912384.0,160681984.0,1465298944.0,0.0,0.0
05-11 16:37:12,0.990,1.980,95.050,0.0,1.980,0.0,116973568.0,16912384.0,160681984.0,1465298944.0,518088.0,35373.0
05-11 16:37:13,1.010,2.020,94.949,0.0,2.020,0.0,116310016.0,16912384.0,160681984.0,1465962496.0,571663.0,37916.0
05-11 16:37:14,1.010,1.010,96.970,0.0,1.010,0.0,116256768.0,16912384.0,160677888.0,1466019840.0,601577.0,39664.0
05-11 16:37:15,0.990,1.980,95.050,0.0,1.980,0.0,116256768.0,16912384.0,160677888.0,1466019840.0,589235.0,38776.0
05-11 16:37:16,1.0,2.0,91.0,4.0,2.0,0.0,116248576.0,16920576.0,160677888.0,1466019840.0,590380.0,38998.0
05-11 16:37:17,1.010,1.010,95.960,0.0,2.020,0.0,116248576.0,16920576.0,160677888.0,1466019840.0,565678.0,37296.0
05-11 16:37:18,1.980,1.980,94.059,0.0,1.980,0.0,116248576.0,16920576.0,160677888.0,1466019840.0,599375.0,39516.0
05-11 16:37:19,0.980,1.961,94.118,0.0,2.941,0.0,116248576.0,16920576.0,160677888.0,1466019840.0,575868.0,38077.0
05-11 16:37:20,1.0,2.0,95.0,0.0,2.0,0.0,116248576.0,16920576.0,160677888.0,1466019840.0,591497.0,38924.0
05-11 16:37:21,1.020,1.020,96.939,0.0,1.020,0.0,116248576.0,16920576.0,160677888.0,1466019840.0,583630.0,38554.0
05-11 16:37:22,0.990,1.980,90.099,4.950,1.980,0.0,116248576.0,16928768.0,160669696.0,1466019840.0,569056.0,37518.0
05-11 16:37:23,1.0,2.0,95.0,0.0,2.0,0.0,116240384.0,16928768.0,160677888.0,1466019840.0,593757.0,39072.0
05-11 16:37:24,1.010,1.010,95.960,0.0,2.020,0.0,116240384.0,16928768.0,160677888.0,1466019840.0,595984.0,39294.0
05-11 16:37:25,0.990,1.980,95.050,0.0,1.980,0.0,116240384.0,16928768.0,160677888.0,1466019840.0,579160.0,38258.0
05-11 16:37:26,1.0,1.0,96.0,0.0,2.0,0.0,116240384.0,16928768.0,160677888.0,1466019840.0,576931.0,38036.0
05-11 16:37:27,1.0,2.0,95.0,0.0,2.0,0.0,116240384.0,16928768.0,160677888.0,1466019840.0,581414.0,38332.0
05-11 16:37:28,1.010,2.020,82.828,13.131,1.010,0.0,116232192.0,16936960.0,160677888.0,1466019840.0,574672.0,37814.0
05-11 16:37:29,0.990,1.980,94.059,0.0,2.970,0.0,116232192.0,16936960.0,160677888.0,1466019840.0,602730.0,39738.0
05-11 16:37:30,1.0,2.0,95.0,0.0,2.0,0.0,116232192.0,16936960.0,160677888.0,1466019840.0,573551.0,37888.0
05-11 16:37:31,1.010,1.010,95.960,0.0,2.020,0.0,116232192.0,16936960.0,160677888.0,1466019840.0,583639.0,38480.0
05-11 16:37:32,0.990,1.980,94.059,0.0,2.970,0.0,116232192.0,16936960.0,160677888.0,1466019840.0,570186.0,37592.0
05-11 16:37:33,1.010,2.020,95.960,0.0,1.010,0.0,116232192.0,16936960.0,160677888.0,1466019840.0,555568.0,36630.0
05-11 16:37:34,1.0,1.0,90.0,5.0,3.0,0.0,116224000.0,16945152.0,160677888.0,1466019840.0,576901.0,38036.0
05-11 16:37:35,1.0,2.0,95.0,0.0,2.0,0.0,116224000.0,16945152.0,160677888.0,1466019840.0,594870.0,39146.0
05-11 16:37:36,1.0,2.0,95.0,0.0,2.0,0.0,116224000.0,16945152.0,160677888.0,1466019840.0,566801.0,37444.0
05-11 16:37:37,0.990,1.980,94.059,0.0,2.970,0.0,116224000.0,16945152.0,160677888.0,1466019840.0,579611.0,39229.0
05-11 16:37:38,1.0,2.0,95.0,0.0,2.0,0.0,116224000.0,16945152.0,160677888.0,1466019840.0,557793.0,36852.0
05-11 16:37:39,1.010,1.010,95.960,0.0,2.020,0.0,116224000.0,16945152.0,160677888.0,1466019840.0,578008.0,38036.0
05-11 16:37:40,1.0,2.0,82.0,13.0,2.0,0.0,116224000.0,16953344.0,160669696.0,1466019840.0,574663.0,37962.0
05-11 16:37:41,1.0,2.0,95.0,0.0,2.0,0.0,116215808.0,16953344.0,160677888.0,1466019840.0,560097.0,36852.0
05-11 16:37:42,1.0,2.0,95.0,0.0,2.0,0.0,116215808.0,16953344.0,160677888.0,1466019840.0,563441.0,37148.0
05-11 16:37:43,1.0,1.0,96.0,0.0,2.0,0.0,116215808.0,16953344.0,160677888.0,1466019840.0,555600.0,36704.0
05-11 16:37:44,1.0,2.0,95.0,0.0,2.0,0.0,116215808.0,16953344.0,160677888.0,1466019840.0,555589.0,36630.0
05-11 16:37:45,0.990,1.980,95.050,0.0,1.980,0.0,116215808.0,16953344.0,160677888.0,1466019840.0,565676.0,37222.0
05-11 16:37:46,1.010,1.010,83.838,12.121,2.020,0.0,116211712.0,16961536.0,160673792.0,1466019840.0,594867.0,39220.0
05-11 16:37:47,1.980,2.970,92.079,0.0,2.970,0.0,116854784.0,16961536.0,160681984.0,1465368576.0,574888.0,39649.0
05-11 16:37:48,1.010,1.010,95.960,0.0,2.020,0.0,116977664.0,16961536.0,160686080.0,1465241600.0,590171.0,39166.0
05-11 16:37:49,1.010,2.020,95.960,0.0,1.010,0.0,116977664.0,16961536.0,160686080.0,1465241600.0,539365.0,36684.0
05-11 16:37:50,1.0,2.0,94.0,0.0,3.0,0.0,116367360.0,16961536.0,160686080.0,1465851904.0,590161.0,39385.0
05-11 16:37:51,1.0,2.0,95.0,0.0,2.0,0.0,116330496.0,16961536.0,160681984.0,1465892864.0,565659.0,37370.0
05-11 16:37:52,1.961,1.961,71.569,21.569,2.941,0.0,116322304.0,16969728.0,160681984.0,1465892864.0,595992.0,39294.0
05-11 16:37:53,1.0,2.0,95.0,0.0,2.0,0.0,116322304.0,16969728.0,160681984.0,1465892864.0,592593.0,38998.0
05-11 16:37:54,1.010,1.010,95.960,0.0,2.020,0.0,116322304.0,16969728.0,160681984.0,1465892864.0,591504.0,38998.0
05-11 16:37:55,1.0,2.0,95.0,0.0,2.0,0.0,116322304.0,16969728.0,160681984.0,1465892864.0,591522.0,39198.0
05-11 16:37:56,1.0,2.0,95.0,0.0,2.0,0.0,116322304.0,16969728.0,160681984.0,1465892864.0,573701.0,37806.0
05-11 16:37:57,0.990,1.980,95.050,0.0,1.980,0.0,116322304.0,16969728.0,160681984.0,1465892864.0,592621.0,39072.0
05-11 16:37:58,1.0,2.0,82.0,13.0,2.0,0.0,116322304.0,16977920.0,160673792.0,1465892864.0,589244.0,38850.0
05-11 16:37:59,1.0,1.0,95.0,0.0,3.0,0.0,116314112.0,16977920.0,160681984.0,1465892864.0,591523.0,39072.0
05-11 16:38:00,1.0,2.0,95.0,0.0,2.0,0.0,116314112.0,16977920.0,160681984.0,1465892864.0,560200.0,36980.0
05-11 16:38:01,0.0,2.020,95.960,0.0,2.020,0.0,116314112.0,16977920.0,160681984.0,1465892864.0,582524.0,38332.0
05-11 16:38:02,1.980,1.980,94.059,0.0,1.980,0.0,116314112.0,16977920.0,160681984.0,1465892864.0,580737.0,39451.0
05-11 16:38:03,1.010,1.010,95.960,0.0,2.020,0.0,116314112.0,16977920.0,160681984.0,1465892864.0,583626.0,38406.0
05-11 16:38:04,1.0,2.0,75.0,20.0,2.0,0.0,116305920.0,16986112.0,160681984.0,1465892864.0,583646.0,38480.0
05-11 16:38:05,0.990,1.980,94.059,0.0,2.970,0.0,116305920.0,16986112.0,160681984.0,1465892864.0,580291.0,38258.0
05-11 16:38:06,1.0,2.0,96.0,0.0,1.0,0.0,116305920.0,16986112.0,160681984.0,1465892864.0,585876.0,38702.0
05-11 16:38:07,1.010,1.010,95.960,0.0,2.020,0.0,116305920.0,16986112.0,160681984.0,1465892864.0,581397.0,38258.0
05-11 16:38:08,1.0,2.0,95.0,0.0,2.0,0.0,116305920.0,16986112.0,160681984.0,1465892864.0,590344.0,38924.0
05-11 16:38:09,1.0,2.0,95.0,0.0,2.0,0.0,116305920.0,16986112.0,160681984.0,1465892864.0,602698.0,39738.0
05-11 16:38:10,1.0,1.0,91.0,4.0,3.0,0.0,116297728.0,16994304.0,160681984.0,1465892864.0,557825.0,36778.0
05-11 16:38:11,0.990,1.980,95.050,0.0,1.980,0.0,116297728.0,16994304.0,160681984.0,1465892864.0,552218.0,36482.0
05-11 16:38:12,0.0,0.0,100.0,0.0,0.0,0.0,116297728.0,16994304.0,160681984.0,1465892864.0,54064.0,3618.0
05-11 16:38:13,0.990,1.980,96.040,0.0,0.990,0.0,116297728.0,16994304.0,160681984.0,1465892864.0,317841.0,21008.0
05-11 16:38:14,1.010,1.010,95.960,0.0,2.020,0.0,116297728.0,16994304.0,160681984.0,1465892864.0,603853.0,39812.0
05-11 16:38:15,1.0,2.0,96.0,0.0,1.0,0.0,116297728.0,16994304.0,160681984.0,1465892864.0,579200.0,38258.0
05-11 16:38:16,1.0,1.0,82.0,14.0,2.0,0.0,116289536.0,17002496.0,160681984.0,1465892864.0,599415.0,39664.0
05-11 16:38:17,1.0,2.0,95.0,0.0,2.0,0.0,116289536.0,17002496.0,160681984.0,1465892864.0,574659.0,37962.0
05-11 16:38:18,0.990,1.980,95.050,0.0,1.980,0.0,116289536.0,17002496.0,160681984.0,1465892864.0,594938.0,39294.0
05-11 16:38:19,1.010,1.010,95.960,0.0,2.020,0.0,116289536.0,17002496.0,160681984.0,1465892864.0,589267.0,38776.0
05-11 16:38:20,0.990,1.980,95.050,0.0,1.980,0.0,116289536.0,17002496.0,160681984.0,1465892864.0,607220.0,40182.0
05-11 16:38:21,1.010,2.020,95.960,0.0,1.010,0.0,116289536.0,17002496.0,160681984.0,1465892864.0,578021.0,38036.0
05-11 16:38:22,1.0,2.0,92.0,2.0,3.0,0.0,116289536.0,17010688.0,160673792.0,1465892864.0,601661.0,39812.0
05-11 16:38:23,1.010,1.010,95.960,0.0,2.020,0.0,116277248.0,17010688.0,160686080.0,1465892864.0,595992.0,39220.0
05-11 16:38:24,0.990,1.980,95.050,0.0,1.980,0.0,116277248.0,17010688.0,160686080.0,1465892864.0,587028.0,38776.0
05-11 16:38:25,1.0,2.0,95.0,0.0,2.0,0.0,116277248.0,17010688.0,160686080.0,1465892864.0,563428.0,37148.0
05-11 16:38:26,1.010,1.010,95.960,0.0,2.020,0.0,116277248.0,17010688.0,160686080.0,1465892864.0,581417.0,38406.0
05-11 16:38:27,1.0,2.0,95.0,0.0,2.0,0.0,116277248.0,17010688.0,160686080.0,1465892864.0,567280.0,38489.0
05-11 16:38:28,0.990,1.980,91.089,3.960,1.980,0.0,116277248.0,17018880.0,160677888.0,1465892864.0,567938.0,37370.0
05-11 16:38:29,0.990,1.980,94.059,0.0,2.970,0.0,116269056.0,17018880.0,160686080.0,1465892864.0,580288.0,38332.0
05-11 16:38:30,1.010,1.010,95.960,0.0,2.020,0.0,116269056.0,17018880.0,160686080.0,1465892864.0,583652.0,38480.0
05-11 16:38:31,1.0,2.0,95.0,0.0,2.0,0.0,116269056.0,17018880.0,160686080.0,1465892864.0,571313.0,37666.0
05-11 16:38:32,1.0,2.0,95.0,0.0,2.0,0.0,116269056.0,17018880.0,160686080.0,1465892864.0,555590.0,36556.0
05-11 16:38:33,1.010,1.010,95.960,0.0,2.020,0.0,116269056.0,17018880.0,160686080.0,1465892864.0,564561.0,37296.0
05-11 16:38:34,0.990,1.980,88.119,5.941,2.970,0.0,116269056.0,17027072.0,160677888.0,1465892864.0,569042.0,37592.0
05-11 16:38:35,1.0,2.0,95.0,0.0,2.0,0.0,116260864.0,17027072.0,160686080.0,1465892864.0,575775.0,37888.0
05-11 16:38:36,1.0,2.0,95.0,0.0,2.0,0.0,116260864.0,17027072.0,160686080.0,1465892864.0,557836.0,36852.0
05-11 16:38:37,1.010,1.010,95.960,0.0,2.020,0.0,116260864.0,17027072.0,160686080.0,1465892864.0,571292.0,37592.0
05-11 16:38:38,0.990,1.980,94.059,0.0,2.970,0.0,116260864.0,17027072.0,160686080.0,1465892864.0,576911.0,38036.0
05-11 16:38:39,1.0,2.0,95.0,0.0,2.0,0.0,116260864.0,17027072.0,160686080.0,1465892864.0,583616.0,38480.0
05-11 16:38:40,1.0,2.0,85.0,10.0,2.0,0.0,116252672.0,17035264.0,160686080.0,1465892864.0,570142.0,37666.0
05-11 16:38:41,1.010,1.010,95.960,0.0,2.020,0.0,116252672.0,17035264.0,160686080.0,1465892864.0,563424.0,37148.0
05-11 16:38:42,1.0,2.0,95.0,0.0,2.0,0.0,116252672.0,17035264.0,160686080.0,1465892864.0,571315.0,37592.0
05-11 16:38:43,0.990,1.980,95.050,0.0,1.980,0.0,116252672.0,17035264.0,160686080.0,1465892864.0,569064.0,37592.0
05-11 16:38:44,1.0,2.0,95.0,0.0,2.0,0.0,116252672.0,17035264.0,160686080.0,1465892864.0,580282.0,38184.0
05-11 16:38:45,1.0,1.0,95.0,0.0,3.0,0.0,116252672.0,17035264.0,160686080.0,1465892864.0,563455.0,37222.0
05-11 16:38:46,1.0,2.0,91.0,4.0,2.0,0.0,116252672.0,17043456.0,160677888.0,1465892864.0,571289.0,37666.0
05-11 16:38:47,1.0,2.0,95.0,0.0,2.0,0.0,116244480.0,17043456.0,160686080.0,1465892864.0,557826.0,36704.0
05-11 16:38:48,1.0,1.0,96.0,0.0,2.0,0.0,116244480.0,17043456.0,160686080.0,1465892864.0,569059.0,37592.0
05-11 16:38:49,1.0,2.0,95.0,0.0,2.0,0.0,116244480.0,17043456.0,160686080.0,1465892864.0,564567.0,37222.0
05-11 16:38:50,1.0,2.0,95.0,0.0,2.0,0.0,116244480.0,17043456.0,160686080.0,1465892864.0,591603.0,39272.0
05-11 16:38:51,0.0,2.020,95.960,0.0,2.020,0.0,116244480.0,17043456.0,160686080.0,1465892864.0,560065.0,36852.0
05-11 16:38:52,2.0,1.0,91.0,4.0,2.0,0.0,116236288.0,17051648.0,160686080.0,1465892864.0,563868.0,38341.0
05-11 16:38:53,0.990,1.980,95.050,0.0,1.980,0.0,116236288.0,17051648.0,160686080.0,1465892864.0,534255.0,35150.0
05-11 16:38:54,0.0,1.020,96.939,0.0,2.041,0.0,116236288.0,17051648.0,160686080.0,1465892864.0,562312.0,37148.0
05-11 16:38:55,0.990,1.980,95.050,0.0,1.980,0.0,116236288.0,17051648.0,160686080.0,1465892864.0,564547.0,37148.0
05-11 16:38:56,1.0,2.0,95.0,0.0,2.0,0.0,116236288.0,17051648.0,160686080.0,1465892864.0,576920.0,38110.0
05-11 16:38:57,1.010,1.010,95.960,0.0,2.020,0.0,116236288.0,17051648.0,160686080.0,1465892864.0,569067.0,37518.0
05-11 16:38:58,0.990,1.980,89.109,5.941,1.980,0.0,116236288.0,17059840.0,160677888.0,1465892864.0,576890.0,38036.0
05-11 16:38:59,1.0,2.0,95.0,0.0,2.0,0.0,116228096.0,17059840.0,160686080.0,1465892864.0,576914.0,37962.0
05-11 16:39:00,0.990,1.980,94.059,0.0,2.970,0.0,116228096.0,17059840.0,160686080.0,1465892864.0,571301.0,37740.0
05-11 16:39:01,1.010,1.010,95.960,0.0,2.020,0.0,116350976.0,17059840.0,160690176.0,1465765888.0,572435.0,37740.0
05-11 16:39:02,1.0,2.0,95.0,0.0,2.0,0.0,116350976.0,17059840.0,160690176.0,1465765888.0,574668.0,37814.0
05-11 16:39:03,1.0,2.0,95.0,0.0,2.0,0.0,116350976.0,17059840.0,160690176.0,1465765888.0,573549.0,37814.0
05-11 16:39:04,1.0,2.0,88.0,7.0,2.0,0.0,116350976.0,17068032.0,160681984.0,1465765888.0,570160.0,37592.0
05-11 16:39:05,1.0,1.0,96.0,0.0,2.0,0.0,116342784.0,17068032.0,160690176.0,1465765888.0,576916.0,38110.0
05-11 16:39:06,2.0,2.0,94.0,0.0,2.0,0.0,116342784.0,17068032.0,160690176.0,1465765888.0,583626.0,38480.0
05-11 16:39:07,0.980,1.961,94.118,0.0,2.941,0.0,116342784.0,17068032.0,160690176.0,1465765888.0,566829.0,37296.0
05-11 16:39:08,1.0,2.0,95.0,0.0,2.0,0.0,116342784.0,17068032.0,160690176.0,1465765888.0,558932.0,36852.0
05-11 16:39:09,1.020,1.020,96.939,0.0,1.020,0.0,116342784.0,17068032.0,160690176.0,1465765888.0,571292.0,37740.0
05-11 16:39:10,1.010,3.030,87.879,6.061,2.020,0.0,116342784.0,17076224.0,160681984.0,1465765888.0,567905.0,37444.0
05-11 16:39:11,0.990,1.980,94.059,0.0,2.970,0.0,116334592.0,17076224.0,160690176.0,1465765888.0,575755.0,37962.0
