"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms6",,,,"User:","tivan"
"Cmdline:","dstat --time --cpu --mem --net --output report.csv",,,,"Date:","05 Nov 2017 14:42:46 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",
05-11 14:45:06,4.0,6.0,81.0,4.0,5.0,0.0,116547584.0,14995456.0,141033472.0,1487290368.0,5508770.0,363044.0
05-11 14:45:07,4.950,6.931,83.168,0.0,4.950,0.0,116539392.0,14995456.0,141041664.0,1487290368.0,5550237.0,365782.0
05-11 14:45:08,4.0,6.0,84.0,0.0,6.0,0.0,116572160.0,14995456.0,141041664.0,1487257600.0,5583970.0,368150.0
05-11 14:45:09,4.040,7.071,83.838,0.0,5.051,0.0,116572160.0,14995456.0,141041664.0,1487257600.0,5500818.0,362822.0
05-11 14:45:10,5.0,6.0,84.0,0.0,5.0,0.0,116539392.0,14995456.0,141041664.0,1487290368.0,5509875.0,363414.0
05-11 14:45:11,4.040,6.061,84.848,0.0,5.051,0.0,116539392.0,14995456.0,141041664.0,1487290368.0,5586210.0,368446.0
05-11 14:45:12,4.902,6.863,72.549,9.804,5.882,0.0,116531200.0,15003648.0,141041664.0,1487290368.0,5344800.0,351944.0
05-11 14:45:13,4.040,6.061,83.838,0.0,6.061,0.0,116559872.0,15003648.0,141045760.0,1487257600.0,5313265.0,350612.0
05-11 14:45:14,4.0,6.0,85.0,0.0,5.0,0.0,116559872.0,15003648.0,141045760.0,1487257600.0,5482755.0,361194.0
05-11 14:45:15,4.0,6.0,85.0,0.0,5.0,0.0,116527104.0,15003648.0,141045760.0,1487290368.0,5308905.0,350316.0
05-11 14:45:16,5.0,6.0,85.0,0.0,4.0,0.0,116527104.0,15003648.0,141045760.0,1487290368.0,5157349.0,339882.0
05-11 14:45:17,4.040,6.061,83.838,0.0,6.061,0.0,116527104.0,15003648.0,141045760.0,1487290368.0,5384029.0,354830.0
05-11 14:45:18,3.922,6.863,79.412,3.922,5.882,0.0,116559872.0,15011840.0,141037568.0,1487257600.0,5334757.0,351870.0
05-11 14:45:19,5.051,6.061,83.838,0.0,5.051,0.0,116551680.0,15011840.0,141045760.0,1487257600.0,5650054.0,372516.0
05-11 14:45:20,6.061,9.091,76.768,0.0,8.081,0.0,116518912.0,15011840.0,141045760.0,1487290368.0,5827368.0,384060.0
05-11 14:45:21,5.0,7.0,82.0,0.0,6.0,0.0,116518912.0,15011840.0,141045760.0,1487290368.0,5663607.0,373552.0
05-11 14:45:22,4.950,5.941,83.168,0.0,5.941,0.0,116518912.0,15011840.0,141045760.0,1487290368.0,5423720.0,358761.0
05-11 14:45:23,4.040,7.071,83.838,0.0,5.051,0.0,116551680.0,15011840.0,141045760.0,1487257600.0,5326849.0,351278.0
05-11 14:45:24,4.0,6.0,82.0,2.0,6.0,0.0,116551680.0,15020032.0,141037568.0,1487257600.0,5288697.0,348688.0
05-11 14:45:25,3.960,6.931,83.168,0.0,5.941,0.0,116510720.0,15020032.0,141045760.0,1487290368.0,5258458.0,346542.0
05-11 14:45:26,4.082,6.122,84.694,0.0,5.102,0.0,116510720.0,15020032.0,141045760.0,1487290368.0,5886935.0,388036.0
05-11 14:45:27,4.950,6.931,82.178,0.0,5.941,0.0,116510720.0,15020032.0,141045760.0,1487290368.0,6083252.0,401228.0
05-11 14:45:28,4.950,6.931,82.178,0.0,5.941,0.0,116510720.0,15020032.0,141045760.0,1487290368.0,6179902.0,407444.0
05-11 14:45:29,4.040,7.071,82.828,0.0,6.061,0.0,116510720.0,15020032.0,141045760.0,1487290368.0,6227068.0,410606.0
05-11 14:45:30,3.960,5.941,75.248,10.891,3.960,0.0,116510720.0,15028224.0,141037568.0,1487290368.0,4424259.0,292194.0
05-11 14:45:31,4.040,6.061,84.848,0.0,5.051,0.0,116502528.0,15028224.0,141045760.0,1487290368.0,5135264.0,339448.0
05-11 14:45:32,4.950,6.931,83.168,0.0,4.950,0.0,116502528.0,15028224.0,141045760.0,1487290368.0,5433472.0,357938.0
05-11 14:45:33,4.040,6.061,83.838,0.0,6.061,0.0,116502528.0,15028224.0,141045760.0,1487290368.0,5445752.0,359344.0
05-11 14:45:34,5.0,6.0,84.0,0.0,5.0,0.0,116535296.0,15028224.0,141045760.0,1487257600.0,5485086.0,361342.0
05-11 14:45:35,4.0,6.0,85.0,0.0,5.0,0.0,116502528.0,15028224.0,141045760.0,1487290368.0,5497489.0,362600.0
05-11 14:45:36,4.040,7.071,78.788,5.051,5.051,0.0,116494336.0,15036416.0,141045760.0,1487290368.0,5653554.0,372738.0
05-11 14:45:37,5.0,6.0,84.0,0.0,5.0,0.0,116527104.0,15036416.0,141045760.0,1487257600.0,5900409.0,389018.0
05-11 14:45:38,3.960,6.931,83.168,0.0,5.941,0.0,116527104.0,15036416.0,141045760.0,1487257600.0,5467160.0,360158.0
05-11 14:45:39,4.040,6.061,84.848,0.0,5.051,0.0,116494336.0,15036416.0,141045760.0,1487290368.0,5593909.0,369038.0
05-11 14:45:40,4.950,6.931,83.168,0.0,4.950,0.0,116494336.0,15036416.0,141045760.0,1487290368.0,5641152.0,371998.0
05-11 14:45:41,4.0,6.0,85.0,0.0,5.0,0.0,116494336.0,15036416.0,141045760.0,1487290368.0,5540108.0,365116.0
05-11 14:45:42,4.0,6.0,66.0,18.0,6.0,0.0,116518912.0,15044608.0,141045760.0,1487257600.0,5210156.0,343508.0
05-11 14:45:43,4.040,6.061,84.848,0.0,5.051,0.0,116486144.0,15044608.0,141045760.0,1487290368.0,5525472.0,364598.0
05-11 14:45:44,4.0,6.0,85.0,0.0,5.0,0.0,116486144.0,15044608.0,141045760.0,1487290368.0,5336921.0,351426.0
05-11 14:45:45,4.950,6.931,82.178,0.0,5.941,0.0,116486144.0,15044608.0,141045760.0,1487290368.0,5659135.0,373108.0
05-11 14:45:46,4.040,6.061,84.848,0.0,5.051,0.0,116486144.0,15044608.0,141045760.0,1487290368.0,5650161.0,372812.0
05-11 14:45:47,5.0,7.0,83.0,0.0,5.0,0.0,116486144.0,15044608.0,141045760.0,1487290368.0,5517059.0,364533.0
05-11 14:45:48,4.0,7.0,69.0,14.0,6.0,0.0,116486144.0,15052800.0,141037568.0,1487290368.0,5507587.0,363340.0
05-11 14:45:49,4.040,6.061,84.848,0.0,5.051,0.0,116477952.0,15052800.0,141045760.0,1487290368.0,5698310.0,375624.0
05-11 14:45:50,4.950,5.941,83.168,0.0,5.941,0.0,116473856.0,15052800.0,141049856.0,1487290368.0,5609743.0,369852.0
05-11 14:45:51,4.040,7.071,83.838,0.0,5.051,0.0,116473856.0,15052800.0,141049856.0,1487290368.0,5739966.0,378436.0
05-11 14:45:52,4.950,5.941,83.168,0.0,5.941,0.0,116506624.0,15052800.0,141049856.0,1487257600.0,5643420.0,372220.0
05-11 14:45:53,4.0,7.0,84.0,0.0,5.0,0.0,116506624.0,15052800.0,141049856.0,1487257600.0,5591819.0,368520.0
05-11 14:45:54,4.0,6.0,80.0,4.0,6.0,0.0,116473856.0,15060992.0,141041664.0,1487290368.0,5423315.0,357864.0
05-11 14:45:55,4.040,6.061,83.838,0.0,6.061,0.0,116465664.0,15060992.0,141049856.0,1487290368.0,5470500.0,360380.0
05-11 14:45:56,4.0,6.0,84.0,0.0,6.0,0.0,116465664.0,15060992.0,141049856.0,1487290368.0,5405508.0,356532.0
05-11 14:45:57,4.0,6.0,85.0,0.0,5.0,0.0,116498432.0,15060992.0,141049856.0,1487257600.0,5385214.0,355052.0
05-11 14:45:58,4.950,6.931,82.178,0.0,5.941,0.0,116498432.0,15060992.0,141049856.0,1487257600.0,5605189.0,369408.0
05-11 14:45:59,4.040,6.061,84.848,0.0,5.051,0.0,116465664.0,15060992.0,141049856.0,1487290368.0,5578277.0,367780.0
05-11 14:46:00,4.950,6.931,67.327,14.851,5.941,0.0,116465664.0,15069184.0,141041664.0,1487290368.0,5490785.0,361860.0
